doc,sentence,word,pos,prev,next,tag
,,kemudian,ADV,Kiapang,terdakwa,O
,,terdakwa,PROPN,kemudian,menemui,O
,,menemui,VERB,terdakwa,Sayuti,O
,,Sayuti,PROPN,menemui,yang,B_DEFN
,,yang,PRON,Sayuti,sudah,O
,,sudah,ADV,yang,menunggu,O
,,menunggu,VERB,sudah,di,O
,,di,ADP,menunggu,depan,O
,,depan,NOUN,di,jalan,O
,,jalan,NOUN,depan,dan,O
,,dan,CCONJ,jalan,selanjutnaya,O
,,selanjutnaya,PUNCT,dan,terdakwa,O
,,terdakwa,PROPN,selanjutnaya,bersama,O
,,bersama,ADV,terdakwa,Sayuti,O
,,Sayuti,PROPN,bersama,langsung,B_DEFN
,,langsung,ADV,Sayuti,menggunakan,O
,,menggunakan,VERB,langsung,barang,O
,,barang,NOUN,menggunakan,berupa,O
,,berupa,ADV,barang,putaw,O
,,putaw,PUNCT,berupa,tersebut,O
,,tersebut,DET,putaw,didaerah,O
,,didaerah,ADV,tersebut,Kebon,O
,,Kebon,PROPN,didaerah,Kacang,O
,,Kacang,PROPN,Kebon,;,O
,,;,PUNCT,Kacang,Kemudian,O
,sentence: 0000023,Kemudian,ADV,;,setelah,O
,,setelah,ADV,Kemudian,terdakwadan,O
,,terdakwadan,PUNCT,setelah,Sayuti,O
,,Sayuti,PROPN,terdakwadan,mengkonsumsi,B_DEFN
,,mengkonsumsi,VERB,Sayuti,barang,O
,,barang,NOUN,mengkonsumsi,berupa,O
,,berupa,ADV,barang,putaw,O
,,putaw,PUNCT,berupa,Sayuti,O
,,Sayuti,PROPN,putaw,minta,B_DEFN
,,minta,ADV,Sayuti,untuk,O
,,untuk,SCONJ,minta,dibelikan,O
,,dibelikan,ADV,untuk,lagi,O
,,lagi,ADV,dibelikan,barang,O
,,barang,NOUN,lagi,berupa,O
,,berupa,ADV,barang,putaw,O
,,putaw,PUNCT,berupa,kepada,O
,,kepada,ADP,putaw,terdakwa,O
,,terdakwa,PROPN,kepada,dan,O
,,dan,CCONJ,terdakwa,langsung,O
,,langsung,ADV,dan,Sayuti,O
,,Sayuti,PROPN,langsung,memberikan,B_DEFN
,,memberikan,VERB,Sayuti,uang,O
,,uang,NOUN,memberikan,sebesar,O
,,sebesar,ADV,uang,Rp,O
,,Rp,SYM,sebesar,.,O
,,.,PUNCT,Rp,100,O
,,100,NUM,.,.,O
,,.,PUNCT,100,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",(,O
,,(,PUNCT,-,seratus,O
,,seratus,NUM,(,ribu,O
,,ribu,NUM,seratus,rupiah,O
,,rupiah,PROPN,ribu,),O
,,),PUNCT,rupiah,sebanyak,O
,,sebanyak,ADV,),2,O
,,2,NUM,sebanyak,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,paket,O
,,paket,NOUN,),selanjutnya,O
,,selanjutnya,ADV,paket,terdakwa,O
,,terdakwa,PROPN,selanjutnya,pergi,O
,,pergi,ADV,terdakwa,ke,O
,,ke,ADP,pergi,kiapang,O
,,kiapang,PUNCT,ke,tempat,O
,,tempat,NOUN,kiapang,pertama,O
,,pertama,ADJ,tempat,terdakwa,O
,,terdakwa,PROPN,pertama,membeli,O
,,membeli,VERB,terdakwa,barang,O
,,barang,NOUN,membeli,berupa,O
,,berupa,ADV,barang,putaw,O
,,putaw,PUNCT,berupa,tersebut,O
,,tersebut,DET,putaw,;,O
,,;,PUNCT,tersebut,Bahwa,O
,sentence: 0000024,Bahwa,SCONJ,;,sekira,O
,,sekira,ADV,Bahwa,jam,O
,,jam,NOUN,sekira,19,O
,,19,NUM,jam,.,O
,,.,PUNCT,19,0,O
,,0,NUM,.,wib,O
,,wib,PROPN,0,hari,O
,,hari,NOUN,wib,Selasa,O
,,Selasa,PROPN,hari,tanggal,O
,,tanggal,NOUN,Selasa,24,O
,,24,NUM,tanggal,Juli,O
,,Juli,PROPN,24,2012,O
,,2012,NUM,Juli,tepatnya,O
,,tepatnya,ADV,2012,di,O
,,di,ADP,tepatnya,depan,O
,,depan,NOUN,di,Klinik,O
,,Klinik,PROPN,depan,Citra,O
,,Citra,PROPN,Klinik,Jl,O
,,Jl,PROPN,Citra,.,O
,,.,PUNCT,Jl,KS,O
,,KS,PROPN,.,.,O
,,.,PUNCT,KS,Tubun,O
,,Tubun,PROPN,.,No,O
,,No,PROPN,Tubun,.,O
,,.,PUNCT,No,39,O
,,39,NUM,.,Kel,O
,,Kel,PROPN,39,.,O
,,.,PUNCT,Kel,Kota,O
,,Kota,PROPN,.,Bambu,O
,,Bambu,PROPN,Kota,Selatan,O
,,Selatan,PROPN,Bambu,Jkarta,O
,,Jkarta,PUNCT,Selatan,Barat,O
,,Barat,PROPN,Jkarta,terdakwa,O
,,terdakwa,PROPN,Barat,dihadang,O
,,dihadang,VERB,terdakwa,dan,O
,,dan,CCONJ,dihadang,ditangkap,O
,,ditangkap,VERB,dan,oleh,O
,,oleh,ADP,ditangkap,beberapa,O
,,beberapa,DET,oleh,orang,O
,,orang,NOUN,beberapa,yang,O
,,yang,PRON,orang,mengaku,O
,,mengaku,ADV,yang,dari,O
,,dari,ADP,mengaku,Anggota,O
,,Anggota,PROPN,dari,Kepolisian,O
,,Kepolisian,PROPN,Anggota,",",O
,,",",PUNCT,Kepolisian,dan,O
,,dan,CCONJ,",",ketika,O
,,ketika,SCONJ,dan,dilakukan,O
,,dilakukan,VERB,ketika,Pengeledahan,O
,,Pengeledahan,ADV,dilakukan,badan,O
,,badan,NOUN,Pengeledahan,terhadap,O
,,terhadap,ADV,badan,diri,O
,,diri,PRON,terhadap,terdakwa,O
,,terdakwa,PROPN,diri,dalam,O
,,dalam,ADP,terdakwa,selipan,O
,,selipan,ADV,dalam,Celana,O
,,Celana,PROPN,selipan,ditemukan,O
,,ditemukan,VERB,Celana,barang,O
,,barang,NOUN,ditemukan,bukti,O
,,bukti,NOUN,barang,berua,O
,,berua,ADJ,bukti,2,O
,,2,NUM,berua,(,O
,,(,PUNCT,2,dua,O
,,dua,NUM,(,),O
,,),PUNCT,dua,bungkus,O
,,bungkus,ADV,),plastic,O
,,plastic,PROPN,bungkus,klip,O
,,klip,NOUN,plastic,bening,O
,,bening,ADJ,klip,Narkotika,O
,,Narkotika,PROPN,bening,jenis,O
,,jenis,NOUN,Narkotika,putaw,O
,,putaw,PUNCT,jenis,berat,O
,,berat,ADJ,putaw,brutto,O
,,brutto,ADV,berat,0,O
,,0,NUM,brutto,",",O
,,",",PUNCT,0,33,O
,,33,NUM,",",gramhari,O
,,gramhari,PUNCT,33,Senin,O
,,Senin,PROPN,gramhari,tanggal,O
,,tanggal,NOUN,Senin,5,O
,,5,NUM,tanggal,Maret,O
,,Maret,PROPN,5,2012,O
,,2012,NUM,Maret,sekitar,O
,,sekitar,ADV,2012,pukul,O
,,pukul,NOUN,sekitar,8,O
,,8,NUM,pukul,.,O
,,.,PUNCT,8,0,O
,,0,NUM,.,wib,O
,,wib,PROPN,0,bertempat,O
,,bertempat,VERB,wib,di,O
,,di,ADP,bertempat,Jembatan,O
,,Jembatan,PROPN,di,Lima,O
,,Lima,NUM,Jembatan,terdakwa,O
,,terdakwa,PROPN,Lima,menghubungi,O
,,menghubungi,VERB,terdakwa,Andi,O
,,Andi,PROPN,menghubungi,(,O
,,(,PUNCT,Andi,DPO,O
,,DPO,PROPN,(,),O
,,),PUNCT,DPO,lewat,O
,,lewat,ADV,),Hp,O
,,Hp,PROPN,lewat,.,O
,,.,PUNCT,Hp,CDMA,O
,,CDMA,PROPN,.,Huawei,O
,,Huawei,PROPN,CDMA,Esia,O
,,Esia,PROPN,Huawei,dan,O
,,dan,CCONJ,Esia,terdakwa,O
,,terdakwa,PROPN,dan,bilang,O
,,bilang,ADV,terdakwa,DI,O
,,DI,PROPN,bilang,",",O
,,",",PUNCT,DI,ada,O
,,ada,ADV,",",sipen,O
,,sipen,PUNCT,ada,(,O
,,(,PUNCT,sipen,pasen,O
,,pasen,PROPN,(,),O
,,),PUNCT,pasen,mau,O
,,mau,ADV,),beli,O
,,beli,NOUN,mau,ganja,O
,,ganja,NOUN,beli,dan,O
,,dan,CCONJ,ganja,dijawab,O
,,dijawab,VERB,dan,Andi,O
,,Andi,PROPN,dijawab,ya,O
,,ya,PART,Andi,",",O
,,",",PUNCT,ya,saya,O
,,saya,PRON,",",(,O
,,(,PUNCT,saya,Andi,O
,,Andi,PROPN,(,),O
,,),PUNCT,Andi,bawain,O
,,bawain,PROPN,),dan,O
,,dan,CCONJ,bawain,terdakwa,O
,,terdakwa,PROPN,dan,bilang,O
,,bilang,ADV,terdakwa,berapa,O
,,berapa,ADV,bilang,harganya,O
,,harganya,ADV,berapa,per,O
,,per,ADV,harganya,1,O
,,1,NUM,per,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,garis,O
,,garis,NOUN,),dan,O
,,dan,CCONJ,garis,Andi,O
,,Andi,PROPN,dan,Jawab,O
,,Jawab,PROPN,Andi,harganya,O
,,harganya,ADV,Jawab,Rp,O
,,Rp,SYM,harganya,.,O
,,.,PUNCT,Rp,500,O
,,500,NUM,.,.,O
,,.,PUNCT,500,0,O
,,0,NUM,.,",",O
,,",",PUNCT,0,-,O
,,-,PUNCT,",",setelah,O
,,setelah,ADV,-,terdakwa,O
,,terdakwa,PROPN,setelah,setuju,O
,,setuju,ADV,terdakwa,dengan,O
,,dengan,ADV,setuju,harga,O
,,harga,NOUN,dengan,tersebut,O
,,tersebut,DET,harga,kemudian,O
,,kemudian,ADV,tersebut,terdakwa,O
,,terdakwa,PROPN,kemudian,ketemu,O
,,ketemu,ADV,terdakwa,dengan,O
,,dengan,ADV,ketemu,Andi,O
,,Andi,PROPN,dengan,di,O
,,di,ADP,Andi,Jl,O
,,Jl,PROPN,di,.,O
,,.,PUNCT,Jl,Jembatan,O
,,Jembatan,PROPN,.,Lima,O
,,Lima,NUM,Jembatan,Jakarta,O
,,Jakarta,PROPN,Lima,Barat,O
,,Barat,PROPN,Jakarta,;,O
,,;,PUNCT,Barat,3,O
,sentence: 0000025,3,NUM,;,;,O
,,;,PUNCT,3,Setelah,O
,sentence: 0000026,Setelah,ADV,;,ketemu,O
,,ketemu,ADV,Setelah,dengan,O
,,dengan,ADV,ketemu,Andi,O
,,Andi,PROPN,dengan,(,O
,,(,PUNCT,Andi,DPO,O
,,DPO,PROPN,(,),O
,,),PUNCT,DPO,kemudian,O
,,kemudian,ADV,),Andi,O
,,Andi,PROPN,kemudian,(,O
,,(,PUNCT,Andi,DPO,O
,,DPO,PROPN,(,),O
,,),PUNCT,DPO,memberikan,O
,,memberikan,VERB,),bungkusan,O
,,bungkusan,ADV,memberikan,koran,O
,,koran,NOUN,bungkusan,yang,O
,,yang,PRON,koran,berisi,O
,,berisi,VERB,yang,ganja,O
,,ganja,NOUN,berisi,adapun,O
,,adapun,ADV,ganja,pembayarannya,O
,,pembayarannya,NOUN,adapun,ganja,O
,,ganja,NOUN,pembayarannya,ini,O
,,ini,DET,ganja,",",O
,,",",PUNCT,ini,terdakwa,O
,,terdakwa,PROPN,",",sanggupi,O
,,sanggupi,ADV,terdakwa,setelah,O
,,setelah,ADV,sanggupi,ganja,O
,,ganja,NOUN,setelah,ini,O
,,ini,DET,ganja,laku,O
,,laku,ADV,ini,terjual,O
,,terjual,ADV,laku,",",O
,,",",PUNCT,terjual,kemudian,O
,,kemudian,ADV,",",ganja,O
,,ganja,NOUN,kemudian,tersebut,O
,,tersebut,DET,ganja,terdakwa,O
,,terdakwa,PROPN,tersebut,bawa,O
,,bawa,ADV,terdakwa,pulang,O
,,pulang,ADV,bawa,dan,O
,,dan,CCONJ,pulang,terdakwa,O
,,terdakwa,PROPN,dan,simpan,O
,,simpan,ADV,terdakwa,diatas,O
,,diatas,ADV,simpan,lemari,O
,,lemari,NOUN,diatas,yang,O
,,yang,PRON,lemari,terletak,O
,,terletak,VERB,yang,didalam,O
,,didalam,ADV,terletak,rumah,O
,,rumah,NOUN,didalam,kontrakan,O
,,kontrakan,NOUN,rumah,.,O
,,.,PUNCT,kontrakan,Kemudian,O
,,Kemudian,ADV,.,sekitar,O
,,sekitar,ADV,Kemudian,pukul,O
,,pukul,NOUN,sekitar,12,O
,,12,NUM,pukul,.,O
,,.,PUNCT,12,5,O
,,5,NUM,.,wib,O
,,wib,PROPN,5,datang,O
,,datang,ADV,wib,beberapa,O
,,beberapa,DET,datang,polisi,O
,,polisi,NOUN,beberapa,berpakaian,O
,,berpakaian,NOUN,polisi,preman,O
,,preman,NOUN,berpakaian,untuk,O
,,untuk,SCONJ,preman,melakukan,O
,,melakukan,VERB,untuk,pengeledahan,O
,,pengeledahan,ADV,melakukan,dan,O
,,dan,CCONJ,pengeledahan,ditemukan,O
,,ditemukan,VERB,dan,barang,O
,,barang,NOUN,ditemukan,bukti,O
,,bukti,NOUN,barang,berupa,O
,,berupa,ADV,bukti,1,O
,,1,NUM,berupa,bungkus,O
,,bungkus,ADV,1,kertas,O
,,kertas,NOUN,bungkus,Koran,O
,,Koran,PROPN,kertas,berisi,O
,,berisi,VERB,Koran,narkotika,O
,,narkotika,PROPN,berisi,jenis,O
,,jenis,NOUN,narkotika,ganja,O
,,ganja,NOUN,jenis,dengan,O
,,dengan,ADV,ganja,berat,O
,,berat,ADJ,dengan,butto,O
,,butto,PUNCT,berat,90,O
,,90,NUM,butto,gram,O
,,gram,NOUN,90,dan,O
,,dan,CCONJ,gram,1,O
,,1,NUM,dan,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,buah,O
,,buah,NOUN,),HP,O
,,HP,PROPN,buah,CDMA,O
,,CDMA,PROPN,HP,Huawei,O
,,Huawei,PROPN,CDMA,berikut,O
,,berikut,ADV,Huawei,simcard,O
,,simcard,ADV,berikut,yang,O
,,yang,PRON,simcard,disita,O
,,disita,VERB,yang,dari,O
,,dari,ADP,disita,tangan,O
,,tangan,NOUN,dari,kanan,O
,,kanan,NOUN,tangan,terdakwa,O
,,terdakwa,PROPN,kanan,;,O
,,;,PUNCT,terdakwa,Bahwa,O
,sentence: 0000027,Bahwa,SCONJ,;,berdasarkan,O
,,berdasarkan,ADV,Bahwa,Berita,O
,,Berita,PROPN,berdasarkan,Acara,O
,,Acara,PROPN,Berita,Pemeriksaan,O
,,Pemeriksaan,PROPN,Acara,Laboratoris,O
,,Laboratoris,ADV,Pemeriksaan,Kriminalistik,O
,,Kriminalistik,PROPN,Laboratoris,No,O
,,No,PROPN,Kriminalistik,.,O
,,.,PUNCT,No,Lab,O
,,Lab,PROPN,.,.,O
,,.,PUNCT,Lab,629,O
,,629,NUM,.,/,O
,,/,PUNCT,629,NNF,O
,,NNF,PUNCT,/,/,O
,,/,PUNCT,NNF,2012,O
,,2012,NUM,/,tanggal,O
,,tanggal,NOUN,2012,9,O
,,9,NUM,tanggal,Maret,O
,,Maret,PROPN,9,2012,O
,,2012,NUM,Maret,yang,O
,,yang,PRON,2012,menyimpulkan,O
,,menyimpulkan,VERB,yang,bahwa,O
,,bahwa,SCONJ,menyimpulkan,barang,O
,,barang,NOUN,bahwa,bukti,O
,,bukti,NOUN,barang,berupa,O
,,berupa,ADV,bukti,1,O
,,1,NUM,berupa,bungkus,O
,,bungkus,ADV,1,kertas,O
,,kertas,NOUN,bungkus,Koran,O
,,Koran,PROPN,kertas,berisikan,O
,,berisikan,VERB,Koran,daun,O
,,daun,NOUN,berisikan,-,O
,,-,PUNCT,daun,daun,O
,,daun,NOUN,-,ganja,O
,,ganja,NOUN,daun,kering,O
,,kering,ADJ,ganja,dengan,O
,,dengan,ADV,kering,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,82,O
,,82,NUM,netto,gram,O
,,gram,NOUN,82,adalah,O
,,adalah,AUX,gram,benar,O
,,benar,ADV,adalah,Ganja,O
,,Ganja,PROPN,benar,dan,O
,,dan,CCONJ,Ganja,terdaftar,O
,,terdaftar,VERB,dan,dalam,O
,,dalam,ADP,terdaftar,golongan,O
,,golongan,NOUN,dalam,I,O
,,I,NUM,golongan,No,O
,,No,PROPN,I,.,O
,,.,PUNCT,No,urut,O
,,urut,NOUN,.,8,O
,,8,NUM,urut,Lampiran,O
,,Lampiran,PROPN,8,UU,O
,,UU,PROPN,Lampiran,RI,B_ARTV
,,RI,PROPN,UU,No,I_ARTV
,,No,PROPN,RI,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,tahun,I_ARTV
,,tahun,NOUN,35,2009,I_ARTV
,,2009,NUM,tahun,tentang,I_ARTV
,,tentang,ADP,2009,narkotika,O
,,narkotika,PROPN,tentang,;,O
,,;,PUNCT,narkotika,Bahwa,O
,sentence: 0000028,Bahwa,SCONJ,;,terdakwa,O
,,terdakwa,PROPN,Bahwa,menjual,O
,,menjual,VERB,terdakwa,",",O
,,",",PUNCT,menjual,membeli,O
,,membeli,VERB,",",",",O
,,",",PUNCT,membeli,menerima,O
,,menerima,VERB,",",menjadi,O
,,menjadi,ADV,menerima,perantara,O
,,perantara,NOUN,menjadi,dalam,O
,,dalam,ADP,perantara,jual,O
,,jual,NOUN,dalam,beli,O
,,beli,NOUN,jual,menukar,O
,,menukar,VERB,beli,atau,O
,,atau,CCONJ,menukar,menyerahkan,O
,,menyerahkan,VERB,atau,narkotika,O
,,narkotika,PROPN,menyerahkan,golongan,O
,,golongan,NOUN,narkotika,I,O
,,I,NUM,golongan,tersebut,O
,,tersebut,DET,I,tidak,O
,,tidak,PART,tersebut,mendapat,O
,,mendapat,VERB,tidak,izin,O
,,izin,NOUN,mendapat,dari,O
,,dari,ADP,izin,Menteri,O
,,Menteri,PROPN,dari,Kesehatan,O
,,Kesehatan,PROPN,Menteri,RI,O
,,RI,PROPN,Kesehatan,dan,O
,,dan,CCONJ,RI,bertentangan,O
,,bertentangan,VERB,dan,dengan,O
,,dengan,ADV,bertentangan,Undang,O
,,Undang,PROPN,dengan,-,O
,,-,PUNCT,Undang,Undang,O
,,Undang,PROPN,-,yang,O
,,yang,PRON,Undang,berlaku,O
,,berlaku,VERB,yang,;,O
,,;,PUNCT,berlaku,Perbuatan,O
,sentence: 0000029,Perbuatan,PROPN,;,tedakwa,O
,,tedakwa,ADV,Perbuatan,melanggar,O
,,melanggar,VERB,tedakwa,pasal,O
,,pasal,NOUN,melanggar,114,B_ARTV
,,114,NUM,pasal,(,I_ARTV
,,(,PUNCT,114,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,Undang,I_ARTV
,,Undang,PROPN,),-,I_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,Republik,I_ARTV
,,Republik,PROPN,Undang,Indonesia,I_ARTV
,,Indonesia,PROPN,Republik,No,I_ARTV
,,No,PROPN,Indonesia,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,tahun,I_ARTV
,,tahun,NOUN,35,2009,I_ARTV
,,2009,NUM,tahun,tentang,I_ARTV
,,tentang,ADP,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,tentang,;,I_ARTV
,,;,PUNCT,Narkotika,Subsidair,O
,sentence: 0000030,Subsidair,PUNCT,;,:,O
,,:,PUNCT,Subsidair,Perbuatan,O
,sentence: 0000031,Perbuatan,PROPN,:,terdakwa,O
,,terdakwa,PROPN,Perbuatan,melanggar,O
,,melanggar,VERB,terdakwa,pasal,O
,,pasal,NOUN,melanggar,111,B_ARTV
,,111,NUM,pasal,(,I_ARTV
,,(,PUNCT,111,1,I_ARTV
,,1,NUM,(,),I_ARTV
,,),PUNCT,1,Undang,I_ARTV
,,Undang,PROPN,),-,I_ARTV
,,-,PUNCT,Undang,Undang,I_ARTV
,,Undang,PROPN,-,Repoblik,I_ARTV
,,Repoblik,PUNCT,Undang,Indonesia,I_ARTV
,,Indonesia,PROPN,Repoblik,No,I_ARTV
,,No,PROPN,Indonesia,.,I_ARTV
,,.,PUNCT,No,35,I_ARTV
,,35,NUM,.,tahun,I_ARTV
,,tahun,NOUN,35,2009,I_ARTV
,,2009,NUM,tahun,tentang,I_ARTV
,,tentang,ADP,2009,Narkotika,I_ARTV
,,Narkotika,PROPN,tentang,;,I_ARTV
,,;,PUNCT,Narkotika,Menimbang,O
,sentence: 0000032,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",untuk,O
,,untuk,SCONJ,bahwa,selanjutnya,O
,,selanjutnya,ADV,untuk,untuk,O
,,untuk,SCONJ,selanjutnya,membuktikan,O
,,membuktikan,VERB,untuk,dakwaannya,O
,,dakwaannya,ADV,membuktikan,Jaksa,O
,,Jaksa,PROPN,dakwaannya,Penuntut,O
,,Penuntut,PROPN,Jaksa,Umum,O
,,Umum,PROPN,Penuntut,mengajukan,O
,,mengajukan,VERB,Umum,saksi,O
,,saksi,NOUN,mengajukan,bernama,O
,,bernama,ADV,saksi,:,O
,,:,PUNCT,bernama,SUPRIYANTO,O
,,SUPRIYANTO,PROPN,:,",",O
,,",",PUNCT,SUPRIYANTO,SH,O
,,SH,PROPN,",",dan,O
,,dan,CCONJ,SH,saksi,O
,,saksi,NOUN,dan,(,O
,,(,PUNCT,saksi,anggota,O
,,anggota,NOUN,(,Polri,O
,,Polri,PROPN,anggota,),O
,,),PUNCT,Polri,",",O
,,",",PUNCT,),hadir,O
,,hadir,VERB,",",dipersidangan,O
,,dipersidangan,ADV,hadir,yang,O
,,yang,PRON,dipersidangan,pada,O
,,pada,ADP,yang,pokoknya,O
,,pokoknya,ADV,pada,memberikan,O
,,memberikan,VERB,pokoknya,keterangan,O
,,keterangan,NOUN,memberikan,sebagai,O
,,sebagai,ADV,keterangan,berikut,O
,,berikut,ADV,sebagai,;,O
,,;,PUNCT,berikut,Bahwa,O
,sentence: 0000033,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,para,O
,,para,DET,benar,saksi,O
,,saksi,NOUN,para,pada,O
,,pada,ADP,saksi,hari,O
,,hari,NOUN,pada,Senin,O
,,Senin,PROPN,hari,tanggal,O
,,tanggal,NOUN,Senin,5,O
,,5,NUM,tanggal,Maret,O
,,Maret,PROPN,5,2012,O
,,2012,NUM,Maret,sekitar,O
,,sekitar,ADV,2012,pukul,O
,,pukul,NOUN,sekitar,9,O
,,9,NUM,pukul,.,O
,,.,PUNCT,9,0,O
,,0,NUM,.,wib,O
,,wib,PROPN,0,saksi,O
,,saksi,NOUN,wib,bersama,O
,,bersama,ADV,saksi,tiem,O
,,tiem,PROPN,bersama,telah,O
,,telah,AUX,tiem,melakukan,O
,,melakukan,VERB,telah,penggrebekan,O
,,penggrebekan,ADV,melakukan,rumah,O
,,rumah,NOUN,penggrebekan,di,O
,,di,ADP,rumah,Jl,O
,,Jl,PROPN,di,.,O
,,.,PUNCT,Jl,Pekapuran,O
,,Pekapuran,PROPN,.,Raya,O
,,Raya,PROPN,Pekapuran,No,O
,,No,PROPN,Raya,.,O
,,.,PUNCT,No,2,O
,,2,NUM,.,Rt,O
,,Rt,PROPN,2,.,O
,,.,PUNCT,Rt,9,O
,,9,NUM,.,/,O
,,/,PUNCT,9,4,O
,,4,NUM,/,Kel,O
,,Kel,PROPN,4,.,O
,,.,PUNCT,Kel,Tanah,O
,,Tanah,PROPN,.,Sereal,O
,,Sereal,PROPN,Tanah,Kec,O
,,Kec,PROPN,Sereal,.,O
,,.,PUNCT,Kec,Tambora,O
,,Tambora,PROPN,.,Jakarta,O
,,Jakarta,PROPN,Tambora,Barat,O
,,Barat,PROPN,Jakarta,",",O
,,",",PUNCT,Barat,setelah,O
,,setelah,ADV,",",itu,O
,,itu,DET,setelah,saksi,O
,,saksi,NOUN,itu,bersama,O
,,bersama,ADV,saksi,tiem,O
,,tiem,PROPN,bersama,langsung,O
,,langsung,ADV,tiem,menangkap,O
,,menangkap,VERB,langsung,terdakwa,O
,,terdakwa,PROPN,menangkap,dan,O
,,dan,CCONJ,terdakwa,setelah,O
,,setelah,ADV,dan,melakukan,O
,,melakukan,VERB,setelah,penggeledahan,O
,,penggeledahan,NOUN,melakukan,terhadap,O
,,terhadap,ADV,penggeledahan,terdakwa,O
,,terdakwa,PROPN,terhadap,",",O
,,",",PUNCT,terdakwa,lalu,O
,,lalu,ADV,",",saksi,O
,,saksi,NOUN,lalu,bersama,O
,,bersama,ADV,saksi,tiem,O
,,tiem,PROPN,bersama,4menyita,O
,,4menyita,PUNCT,tiem,barang,O
,,barang,NOUN,4menyita,bukti,O
,,bukti,NOUN,barang,dari,O
,,dari,ADP,bukti,genggaman,O
,,genggaman,NOUN,dari,tangan,O
,,tangan,NOUN,genggaman,kanan,O
,,kanan,NOUN,tangan,terdakwa,O
,,terdakwa,PROPN,kanan,berupa,O
,,berupa,ADV,terdakwa,1,O
,,1,NUM,berupa,bungkus,O
,,bungkus,ADV,1,kertas,O
,,kertas,NOUN,bungkus,Koran,O
,,Koran,PROPN,kertas,berisi,O
,,berisi,VERB,Koran,ganja,O
,,ganja,NOUN,berisi,dengan,O
,,dengan,ADV,ganja,berat,O
,,berat,ADJ,dengan,netto,O
,,netto,PROPN,berat,90,O
,,90,NUM,netto,gram,O
,,gram,NOUN,90,;,O
,,;,PUNCT,gram,Menimbang,O
,sentence: 0000034,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",atas,O
,,atas,ADP,bahwa,keterangan,O
,,keterangan,NOUN,atas,para,O
,,para,DET,keterangan,saksi,O
,,saksi,NOUN,para,tersebut,O
,,tersebut,DET,saksi,telah,O
,,telah,AUX,tersebut,diakui,O
,,diakui,VERB,telah,dan,O
,,dan,CCONJ,diakui,dibenarkan,O
,,dibenarkan,VERB,dan,oleh,O
,,oleh,ADP,dibenarkan,terdakwa,O
,,terdakwa,PROPN,oleh,;,O
,,;,PUNCT,terdakwa,Menimbang,O
,sentence: 0000035,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",selanjutnya,O
,,selanjutnya,ADV,bahwa,telah,O
,,telah,AUX,selanjutnya,didengar,O
,,didengar,ADV,telah,keterangan,O
,,keterangan,NOUN,didengar,terdakwa,O
,,terdakwa,PROPN,keterangan,dipersidangan,O
,,dipersidangan,ADV,terdakwa,yang,O
,,yang,PRON,dipersidangan,memberikan,O
,,memberikan,VERB,yang,keterangan,O
,,keterangan,NOUN,memberikan,pada,O
,,pada,ADP,keterangan,pokoknya,O
,,pokoknya,ADV,pada,sebagai,O
,,sebagai,ADV,pokoknya,berikut,O
,,berikut,ADV,sebagai,;,O
,,;,PUNCT,berikut,Keterangan,O
,sentence: 0000036,Keterangan,PROPN,;,Terdakwa,O
,,Terdakwa,PROPN,Keterangan,:,O
,,:,PUNCT,Terdakwa,Bahwa,O
,sentence: 0000037,Bahwa,SCONJ,:,benar,O
,,benar,ADV,Bahwa,terdakwa,O
,,terdakwa,PROPN,benar,mengerti,O
,,mengerti,VERB,terdakwa,dakwaan,O
,,dakwaan,NOUN,mengerti,Jaksa,O
,,Jaksa,PROPN,dakwaan,Penuntut,O
,,Penuntut,PROPN,Jaksa,Umum,O
,,Umum,PROPN,Penuntut,;,O
,,;,PUNCT,Umum,Bahwa,O
,sentence: 0000038,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,terdakwa,O
,,terdakwa,PROPN,benar,dalam,O
,,dalam,ADP,terdakwa,keadaan,O
,,keadaan,NOUN,dalam,sehat,O
,,sehat,ADJ,keadaan,jasmani,O
,,jasmani,NOUN,sehat,maupun,O
,,maupun,CCONJ,jasmani,rohani,O
,,rohani,NOUN,maupun,;,O
